estou boquiaberto com as imagens,surpresa
estou boquiaberto com essas suas palavras,surpresa
esse quadro e maravilhoso,surpresa
este carro me deixou maravilhado,surpresa
estou maravilhada,surpresa
essa expectativa esta me matando,surpresa
vou caminhar sempre na expectativa de encontra-lo,surpresa
voce emudece minhas palavras,surpresa
minhas palavras vao emudecer se nao parar de me surpreender,surpresa
a mulher e um efeito deslumbrante da natureza,surpresa
estou deslumbrada com essas joias,surpresa
isso e romantico e deslumbrante,surpresa
isso pode ser surpreendentemente deslumbrante,surpresa
trabalho deslumbrante,surpresa
essas pessoas sao esplandida,surpresa
e esplendido como o ceu se encontra no momento,surpresa
e um carro fantastico,surpresa
um edificio realmente fantastico,surpresa
por favor nao me abandone,tristeza
nao quero ficar sozinha,tristeza
nao me deixe sozinha,tristeza
estou abatida,tristeza
ele esta todo abatido,tristeza
taotriste suas palavras,tristeza
seu amor nao e mais meu,tristeza
estou aborrecida,tristeza
isso vai me aborrecer,tristeza
estou com muita aflicao,tristeza
me aflige o modo como fala,tristeza
estou em agonia com meu intimo,tristeza
nao quero fazer nada,tristeza
me sinto ansiosa e tensa,tristeza
nao consigo parar de chorar,tristeza
nao consigo segurar as lagrimas,tristeza
e muita dor perder um ente querido,tristeza
estou realmente arrependida,tristeza
acho que o carma volta pois agora sou eu quem sofro,tristeza
voce nao cumpriu suas promessas,tristeza
me sinto amargurada,tristeza
coitado esta taotriste,tristeza
ja e tarde de mais,tristeza
nosso amor acabou,tristeza
essa noite machuca so para mim,tristeza
eu nao estou mais no seu coracao,tristeza
voce mudou comigo,tristeza
quando eu penso em voce realmente doi,tristeza
como se fosse nada voce va minhas lagrimas,tristeza
voce disse cruelmente que nao se arrependeu,tristeza
eu nunca mais vou te ver,tristeza
ela esta com depressao,tristeza
a depressaoaflige as pessoas,tristeza
estar depressivo e muito ruim,tristeza
estou derrotada e deprimida depois deste dia,tristeza
e comovente te ver dessa maneira,tristeza
e comovente ver o que os filhos do brasil passam,tristeza
como me sinto culpada,tristeza
estou abatida,tristeza
a ansiedade tomou conta de mim,tristeza
as pessoas nao gostam do meu jeito,tristeza
adeus passamos bons momentos juntos,tristeza
sinto sua falta,tristeza
ele nao gostou da minha comida,tristeza
estou sem dinheiro para a comida,tristeza
queria que fosse o ultimo dia da minha vida,tristeza
voce estacom vergonha de mim,tristeza
ela nao aceitou a minha proposta,tristeza
era o meu ultimo centavo,tristeza
reprovei de ano na faculdade,tristeza
afinal voce so sabe me desfazer,tristeza
eu falhei em tudo nessa vida,tristeza
eu fui muito humilhado,tristeza
e uma historia muito triste,tristeza
ninguem acredita em mim,tristeza
eu nao sirvo para nada mesmo,tristeza
droga nao fato nada direito,tristeza
sofrimento em dobro na minha vida,tristeza
fui demitida essa semana,tristeza
as criancas sofrem ainda mais que os adultos,tristeza
pra mim um dia e ruim o outro e pior,tristeza
de repente perdi o apetite,tristeza
oh que dia infeliz,tristeza
estamos afundados em contas,tristeza
nem um milagre pode nos salvar,tristeza
so me resta a esperanca,tristeza
pior que isso nao pode ficar,tristeza
meu salario e baixo,tristeza
nao passei no vestibular,tristeza
ninguem se importa comigo,tristeza
ninguem lembrou do meu aniversario,tristeza
tenho tanto azar,tristeza
o gosto da vinganca e amargo,tristeza
sou uma mulher amargurada depois de que voce me deixou,tristeza
estou desanimada com a vida,tristeza
e um desanimo so coitadinha,tristeza
a derrota e depressiva,tristeza
discriminar e desumano,tristeza
que desanimo,tristeza
e uma desonra para o pais,tristeza
a preocupacao deveria nos levar a  depressao,tristeza
passamos ao desalento e a loucura,tristeza
aquele que nunca viu a tristeza nunca reconhecer a alegria,tristeza
cuidado com a tristeza ela e um vicio,tristeza
nao precisei pagar o ingresso,alegria
se eu ajeitar tudo fica bem,alegria
minha fortuna ultrapassa a sua,alegria
sou muito afortunado,alegria
e benefico para todos esta nova medida,alegria
ficou lindo,alegria
achei esse sapato muito simpatico,alegria
estou ansiosa pela sua chegada,alegria
congratulacoes pelo seu aniversario,alegria
delicadamente ele a colocou para dormir,alegria
a musica e linda,alegria
sem musica eu nao vivo,alegria
conclui uma tarefa muito dificil,alegria
conclui minha graduacao,alegria
estou muito contente com tudo,alegria
eu confio em voce,alegria
e um prazer conhece-lo,alegria
o coleguismo de voces e animador,alegria
estou aproveitando as ferias,alegria
vamos aproveitar as ferias,alegria
e muito divertido este jogo,alegria
vamos ter muita diversao,alegria
nao achei que me divertiria tanto assim,alegria
vou consentir o orcamento ao cliente,alegria
com o consentimento dos meus pais podemos nos casar,alegria
eu adorei este perfume,alegria
sua bondade e cativante,alegria
estou despreocupada,alegria
nao me preocupo com o que aconteceu,alegria
me sinto completamente segura,alegria
estimo muito o seu trabalho,alegria
somos estimados por nossa familia,alegria
concretizamos nossa ideia,alegria
nosso ideal foi alcancado,alegria
estamos muito felizes juntos,alegria
estou taoanimada com os preparativos para o casamento,alegria
voce sera muito amado meu filho,alegria
os apaixonados sao maravilhosos,alegria
agradeco imensamente o seu apoio nestes dias,alegria
esta comida me parece muito atraente,alegria
voce me completa,alegria
poderemos completar o projeto hoje!,alegria
estamos namorando,alegria
estou namorando este vestido a um tempo,alegria
pude comprar meu celular hoje,alegria
e um deleite poder compartilhar minhas vitorias,alegria
ela e um boa garota,alegria
estivemos em um otimo show,alegria
o mundo e feio como o pecado,desgosto
a coisa mais dificil de esconder e aquilo que nao existe,desgosto
voce errou feio aquele gol,desgosto
nunca vou me casar sou muito feia,desgosto
os golpes da adversidade sao terrivelmente amargos,desgosto
os homem ficam terrivelmente chatos,desgosto
abominavelmente convencido,desgosto
terrivelmente irritado,desgosto
as instituicoes publicas estao terrivelmente decadentes,desgosto
a populacao viveu em isolamento por muito tempo,desgosto
estou terrivelmente preocupada,desgosto
o nacionalismo e uma doenca infantil,desgosto
se me es antipatico a minha negativa esta pronta,desgosto
muitos documentarios sobre esse casal antip�tico,desgosto
sua beleza nao desfaca sua antipatia,desgosto
esta e uma experiencia desagradavel,desgosto
desagradavel estrago nos banheiros,desgosto
o mais irritante no amor e que se trata de um crime que precisa de um cumplice,desgosto
a situacao nos causa grande incomodo,desgosto
estou preocupado com o incomodo na garganta,desgosto
simplesmente nao quero amolacao da policia,desgosto
voce e uma criaturinha muito impertinente,desgosto
o peso e a dor da vida,desgosto
me arrependo amargamente de minhas acoes,desgosto
o destino e cruel e os homens nao sao dignos de compaixao,desgosto
o odio conduz ao isolamento cruel e ao desespero,desgosto
encerrou com o massacre mais repudiavel e asqueroso que se conhece,desgosto
de mal gosto e asqueroso,desgosto
tudo e inserto neste mundo hediondo,desgosto
o crime de corrupcao e um crime hediondo,desgosto
o rio esta fetido e de cor escura,desgosto
muito lixo no rio o deixa malcheiroso,desgosto
existe uma laranja podre no grupo e ja desconfiamos quem e,desgosto
foi de repente estou machucado e me sentindo enjoado,desgosto
eu fiquei enojado,desgosto
daqui alguns meses vou embora deste pais que ja estou nauseado,desgosto
que abominavel esse montro!,medo
vamos alarmar a todos sobre a situacao,medo
estou amedrontada,medo
estou com muito medo da noite,medo
ele esta me ameacando a dias,medo
quanta angustia,medo
estou angustiada,medo
angustiadamente vou sair e casa,medo
isso me deixa apavorada,medo
voce esta me apavorando,medo
estou desconfiada de voce,medo
nao confio em voce,medo
ate o cachorro estaapavorado,medo
estou assustado com as avaliações dos meus colegas,medo
agora se sente humilhado apavorado,medo
assustou a populacao e provocou mortes,medo
estou com dificuldades para respirar e muito assustado,medo
os policiais se assustaram quando o carro capotou,medo
o trabalhador e assombrado pelo temor do desemprego,medo
este lugar e mal assombrado,medo
estou assombrado pela crise financeira,medo
mesmo aterrorizado lembro de voce,medo
aterrorizado e suando frio,medo
um grupo de elefantes selvagens tem aterrorizado vilas,medo
me sinto intimidada pela sua presen�a,medo
tenho medo de ser advertida novamente,medo
estou correndo o risco de ser advertido,medo
estou correndo riscos de sa�de,medo
os riscos sao reais,medo
podemos perder muito dinheiro com essa investida,medo
socorro fui intimado a depor,medo
fui notificado e estou com medo de perde a guarda da minha filha,medo
estou angustiada com meus filhos na rua,medo
e abominavel o que fazem com os animais,medo
foi terrivel o tigre quase o matou,medo
me advertiram sobre isso,medo
ate que enfim nao aguentava mais te esperar,raiva
eu quero meu dinheiro de volta agora!,raiva
eu odeio a escola!,raiva
vou fazer picadinho de voce,raiva
detesto trabalhar no ver�o,raiva
quero minha comida e quero agora!,raiva
melhor voce recolher minhas compras agora!,raiva
quero descer agora sua maluca,raiva
vou reclamar com o gerente!,raiva
vai engolir o que disse!,raiva
ele me ridiculariza diante de todos,raiva
nao quero mais saber de voce,raiva
vejo voce na cadeia safado!,raiva
agora vou ter que pagar mais isso ainda!,raiva
saia logo do banheiro!,raiva
suba ja para o seu quarto!,raiva
eu falei para calar a boca seu idiota!,raiva
eu disse para voce cair fora!,raiva
nao aguento mais que fiquem me culpando sem motivo!,raiva
nao suporto olhar na sua cara!,raiva
eu nao sou um elefante,raiva
juro que se olhar pra mim eu o mato!,raiva
chega nao quero saber mais deste assunto,raiva
como pode ser taoburro?,raiva
nao me aborreca seu moleque,raiva
nao quero me aborrecer com estas bobagens,raiva
ele me agrediu!,raiva
eu amaldicao voce e a sua familia,raiva
nao me amole,raiva
nao venha me amolar,raiva
isso tudo e uma tormenta,raiva
eu vou matar voce,raiva
para que simplificar se voce pode sempre complicar,raiva
isso esta me enlouquecendo,raiva
estou furiosa com voce,raiva
isso mesmo fique furioso,raiva
esses livros sao magnificos,surpresa
esse vinho e magnifico,surpresa
seria magnifico ver o esperaculo,surpresa
o casamento foi estupendo,surpresa
e um jogador barbaro estupendo,surpresa
esse dia esta excelente,surpresa
o cantor estava excelente,surpresa
o universo e assombroso,surpresa
o amor e sublime,surpresa
sua sublime atuacao,surpresa
e formidavel meu caro walter,surpresa
como e formidavel a presensa de todos,surpresa
e formidavel ter a quem dizer adeus,surpresa
e um conselheiro formidavel o seu,surpresa
o artigo foi formidavel,surpresa
pica pau e um destaque no imaginario brasileiro,surpresa
ah! o absoluto do imaginario,surpresa
isso foi surreal,surpresa
uma historia completamente surreal,surpresa
essas pinturas beiram o surreal,surpresa
voce nem acreditam de taosurreal,surpresa
incrivel!,surpresa
fiquei pasma com tudo isso,surpresa
voce me deixa pasmo,surpresa
estou admirado com a sua astucia,surpresa
que bela surpresa voce me fez,surpresa
nao acredito que fez isso!,surpresa
isso foi apavorante,surpresa
isso taode repente,surpresa
estou chocada com isso,surpresa
estou surpresa e desconsertada,surpresa
esta realmente deslumbrante querida,surpresa
fiquei completamente sem plavras,surpresa
e espantoso o modo como ele nos olha,surpresa
incrivel voce estar aqui,surpresa
que fantastica festa minha querida,surpresa
isso tudo e um erro,tristeza
eu sou errada eu sou errante,tristeza
tenho muito da do cachorro,tristeza
e dolorida a perda de um filho,tristeza
essa tragedia vai nos abalar para sempre,tristeza
perdi meus filhos,tristeza
perdi meu curso,tristeza
sou so uma chorona,tristeza
voce e um chorao,tristeza
se arrependimento matasse,tristeza
me sinto deslocado em sala de aula,tristeza
foi uma passagem triste,tristeza
nossa condolencias e tristeza a sua perda,tristeza
desanimo raiva solidao ou vazies depressao,tristeza
vivo te desanimando,tristeza
estou desanimado,tristeza
imperador sanguinario depravado e temeroso,tristeza
meu ser esta em agonia,tristeza
este atrito entre nos tem que acabar,tristeza
a escuridao desola meu ser,tristeza
sua falsa preocupacao,tristeza
sua falsidade me entristece,tristeza
quem esta descontente com os outros esta descontente consigo proprio,tristeza
a torcida esta descontente com a demissao do tecnico,tristeza
estou bastante aborrecido com o jornal,tristeza
me sinto solitario e entediado,tristeza
a vida e solitaria para aqueles que nao sao falsos,tristeza
como com compulsao depois da depressao,tristeza
estou me desencorajando a viver,tristeza
ele desencoraja minhas vontades,tristeza
isso vai deprimindo por dentro,tristeza
acho que isso e defeituoso,tristeza
os remedios me derrubam na cama,tristeza
a depressao vai me derrubar,tristeza
suas desculpas sao falsas,tristeza
nao magoe as pessoas,tristeza
